"","words","term.freq","doc.freq"
"12596","relive",1,1
"12597","thankfully",1,1
"12598","cunninham",1,1
"12599","tolbooth-wynd",1,1
"12600","zealand.–on",2,2
"12601","guildhall",1,1
"12602","requisition",2,2
"12603","preserving",2,2
"12604","abandonment",1,1
"12605","longestablished",1,1
"12606","endangered",1,1
"12607","pretensions",1,1
"12608","threatens",1,1
"12609","extermination",1,1
"12610","independency",1,1
"12611","hustings",1,1
"12612","accordance",1,1
"12613","hawes",1,1
"12614","devon",2,2
"12615","peers",1,1
"12616","ashburton",3,2
"12617","eliot",1,1
"12618","zealand–name",1,1
"12619","lambton",1,1
"12620","nicholson",4,4
"12621","statesmanlike",1,1
"12622","approval",1,1
"12623","perpetuating",1,1
"12624","weavers.–the",1,1
"12625","russell",7,4
"12626","transporting",2,2
"12627","enriched",1,1
"12628","refuses",1,1
"12629","literaturenarrative",1,1
"12630","whaling",2,1
"12631","debell",1,1
"12632","f.r.g.s",1,1
"12633","vols",1,1
"12634","bentley.we",1,1
"12635","volumes",2,1
"12636","scoresby's",1,1
"12637","volume",1,1
"12638","anatomy",1,1
"12639","sperm",3,1
"12640","untouched",1,1
"12641","dwindles",1,1
"12642","secondary",1,1
"12643","prominence",1,1
"12644","chapters",1,1
"12645","material.in",1,1
"12646","sketches",2,1
"12647","reading–full",1,1
"12648","graphic",1,1
"12649","primitive",1,1
"12650","simplicity",1,1
"12651","congregagation",1,1
"12652","raiatea",1,1
"12653","shirt",1,1
"12654","surmounting",1,1
"12655","maro",1,1
"12656","attire",1,1
"12657","coat",1,1
"12658","neckerchief",1,1
"12659","shirt!we",1,1
"12660","noted",2,1
"12661","purveyors",1,1
"12662","temperance",1,1
"12663","predicament.another",1,1
"12664","striking–mark",1,1
"12665","bon",1,1
"12666","vivants",1,1
"12667","civilzed",1,1
"12668","world–is",1,1
"12669","islanders",2,2
"12670","refined",1,1
"12671","civilised",1,1
"12672","highlanders",1,1
"12673","highlander",1,1
"12674","paten",0,0
"12675","cake",1,1
"12676","fellow-feeling",1,1
"12677","civic",1,1
"12678","dignitary",1,1
"12679","say.mr",1,1
"12680","bennett's",1,1
"12681","fault",1,1
"12682","phraseology.we",1,1
"12683","task.some",1,1
"12684","reluctant",1,1
"12685","tail",3,3
"12686","jaws",2,1
"12687","rushing",2,2
"12688","teeth",9,9
"12689","biting",1,1
"12690","wreck",2,1
"12691","fragments",1,1
"12692","swings",1,1
"12693","jaw",2,1
"12694","moments",11,11
"12695","attitude",1,1
"12696","rolling",1,1
"12697","harmlessly",1,1
"12698","expanded",1,1
"12699","demonstrations",1,1
"12700","flukes",1,1
"12701","boat's",1,1
"12702","swimming",2,2
"12703","clinging",1,1
"12704","passed.in",1,1
"12705","pusie",1,1
"12706","withstood",1,1
"12707","lances",1,1
"12708","hurled",1,1
"12709","bows",1,1
"12710","lacerated",1,1
"12711","animal's",1,1
"12712","jaw.a",1,1
"12713","tragical",1,1
"12714","ferocity",1,1
"12715","south-seaman",1,1
"12716","pollard",1,1
"12717","harpooned",1,1
"12718","equip",1,1
"12719","unserviceable",1,1
"12720","masthead",1,1
"12721","cachalot",1,1
"12722","guardian",1,1
"12723","approached",9,9
"12724","enraged",1,1
"12725","starboard",1,1
"12726","bow",2,1
"12727","barely",1,1
"12728","sink",2,2
"12729","equator",1,1
"12730","marquesan",1,1
"12731","inhospitable",1,1
"12732","race",5,4
"12733","privations.a",1,1
"12734","cachalots",1,1
"12735","tom",1,1
"12736","conspicuously",1,1
"12737","hump",1,1
"12738","gear",1,1
"12739","cimilar",1,1
"12740","celebrity",1,1
"12741","timor",1,1
"12742","invincible",1,1
"12743","whaler",1,1
"12744","forewarned",1,1
"12745","combative",1,1
"12746","floating",1,1
"12747","ruse",1,1
"12748","nipped",1,1
"12749","emigration.–there",1,1
"12750","twenty-three",1,1
"12751","berth",2,1
"12752","lan[?]ceston",1,1
"12753","port-philip",5,3
"12754","missionary.–the",1,1
"12755","lamented",1,1
"12756","subscriptions",2,2
"12757","chartists",5,1
"12758","again.(from",1,1
"12759","argus.)on",1,1
"12760","memorializing",1,1
"12761","mustered",1,1
"12762","obstruction",1,1
"12763","evening.–mr",1,1
"12764","resolution.–mr",1,1
"12765","chartist",3,1
"12766","spouter",1,1
"12767","purpose–that",1,1
"12768","operatives",1,1
"12769","repeatedly",1,1
"12770","convened",1,1
"12771","country–and",1,1
"12772","hissing",1,1
"12773","yelling",1,1
"12774","jack",1,1
"12775","woefully",1,1
"12776","impudence",1,1
"12777","discuss",1,1
"12778","gravely",2,2
"12779","indignantly",1,1
"12780","averred",1,1
"12781","incur",1,1
"12782","swallowed",1,1
"12783","cannibals",9,9
"12784","sagely",1,1
"12785","wicked",2,2
"12786","useless–for",1,1
"12787","childish",1,1
"12788","spouters",1,1
"12789","knocking",2,2
"12790","fraught",1,1
"12791","only–and",1,1
"12792","queen–to",1,1
"12793","stretch",1,1
"12794","obstructive",1,1
"12795","power–if",1,1
"12796","financial",1,1
"12797","manifestly",1,1
"12798","meantime",2,2
"12799","over-due",1,1
"12800","stanley",1,1
"12801","henceforth",1,1
"12802","walesmr",1,1
"12803","demnation",1,1
"12804","antecedently",1,1
"12805","murmur",1,1
"12806","averaged",1,1
"12807","assignment",2,1
"12808","maintaing",1,1
"12809","strictness",1,1
"12810","valid",1,1
"12811","exaction",1,1
"12812","oclony",1,1
"12813","impact",1,1
"12814","checking",1,1
"12815","abstracted",1,1
"12816","pressingly",1,1
"12817","intersts",1,1
"12818","cite",1,1
"12819","quorum",1,1
"12820","wales.we",1,1
"12821","cuncil",1,1
"12822","immigration",1,1
"12823","showing",1,1
"12824","immigrant",1,1
"12825","renumerating",1,1
"12826","employment.resolved",1,1
"12827","proving",1,1
"12828","able-bodied",1,1
"12829","dearth",1,1
"12830","arise.resolved",1,1
"12831","progressively",1,1
"12832","latter–the",1,1
"12833","period.resolved",1,1
"12834","adjourning",1,1
"12835","tyne",3,1
"12836","deptford",1,1
"12837","swainson",2,2
"12838","sations",1,1
"12839","patent",1,1
"12840","depot–many",1,1
"12841","rupert",1,1
"12842","companya",1,1
"12843","blackwall",1,1
"12844","improvers",1,1
"12845","bid",2,2
"12846","arrangeents",0,0
"12847","sumptuous",1,1
"12848","jos",1,1
"12849","somes",1,1
"12850","cottenham",1,1
"12851","sandon",1,1
"12852","marcus",1,1
"12853","clements",1,1
"12854","ebrington",1,1
"12855","maxwell",1,1
"12856","gowen",1,1
"12857","hinds",1,1
"12858","boulcott",1,1
"12859","hine",1,1
"12860","harland",1,1
"12861","doxatt",1,1
"12862","pennington",1,1
"12863","lean",1,1
"12864","jordan",1,1
"12865","dudley",1,1
"12866","costello",1,1
"12867","brees",1,1
"12868","r.n.&c",1,1
"12869","colonizing",1,1
"12870","first-rate",1,1
"12871","tuesday's",1,1
"12872","gazette)colonial",1,1
"12873","park",2,2
"12874","westminster",1,1
"12875","claimed",1,1
"12876","purpose.–by",1,1
"12877","gliddon",1,1
"12878","assis.-sec",1,1
"12879","letter.)–among",1,1
"12880","f.r.s",1,1
"12881","hobson",1,1
"12882","auckland",1,1
"12883","katherine",1,1
"12884","data",1,1
"12885","sources:–to",1,1
"12886","diem",1,1
"12887","tailors.–in",1,1
"12888","tailors",1,1
"12889","slopmakers",1,1
"12890","emigration.a",1,1
"12891","scale:–emigrants",1,1
"12892","startling",1,1
"12893","kingom",1,1
"12894","swell",3,3
"12895","census.the",0,0
"12896","royal.–the",1,1
"12897","pantomine",1,1
"12898","performances.music",1,1
"12899","hall.–we",1,1
"12900","pwers",1,1
"12901","cultivators",1,1
"12902","realisd",1,1
"12903","coincidence",2,1
"12904","to.martin's",1,1
"12905","paintings.–the",1,1
"12906","exhibition",10,9
"12907","paintings",2,1
"12908","creations",1,1
"12909","engravings",1,1
"12910","faint",1,1
"12911","contemplating",1,1
"12912","deluge",1,1
"12913","overlook",2,2
"12914","perishing",1,1
"12915","exquisitely",1,1
"12916","wrought",1,1
"12917","terrific",1,1
"12918","pictures–pandemonium",1,1
"12919","bliss",1,1
"12920","indicative",1,1
"12921","poetic",1,1
"12922","artist",1,1
"12923","pictures",1,1
"12924","other–the",1,1
"12925","heavenly",1,1
"12926","serenity",1,1
"12927","loveliness",1,1
"12928","rests",1,1
"12929","delight",1,1
"12930","rembrandt",1,1
"12931","preservation.gordon's",1,1
"12932","diorama.–this",1,1
"12933","gordon's",1,1
"12934","tower",1,1
"12935","views.broughton-place",1,1
"12936","congregation.–we",1,1
"12937","croon",1,1
"12938","sanquhar",1,1
"12939","colleague",1,1
"12940","alleges",1,1
"12941","broughton-place",1,1
"12942","regret.cooke's",1,1
"12943","equestrian",1,1
"12944","leith.–mr",1,1
"12945","evening's",1,1
"12946","magistrates.captain",1,1
"12947","discoveries.–extracts",1,1
"12948","despatches",1,1
"12949","athenean",1,1
"12950","victoria",3,1
"12951","border",1,1
"12952","breadth",1,1
"12953","inaccessible",1,1
"12954","icebergs",1,1
"12955","parallel",2,2
"12956","pack",1,1
"12957","lofy",1,1
"12958","peaks",1,1
"12959","eternal",1,1
"12960","glaciers",1,1
"12961","summits",1,1
"12962","cliffs",3,1
"12963","mainland",1,1
"12964","volcanic",1,1
"12965","rocks",1,1
"12966","volcano",1,1
"12967","emitting",1,1
"12968","erebus",1,1
"12969","extinct",1,1
"12970","barred",1,1
"12971","elevation",1,1
"12972","thereabout",1,1
"12973","dip",1,1
"12974","declination",1,1
"12975","pole",3,1
"12976","affirmed",1,1
"12977","weddel",1,1
"12978","non-intrusion",3,1
"12979","disclosures.–in",1,1
"12980","newliston",1,1
"12981","kirknewton",1,1
"12982","disclaiming",1,1
"12983","assembly's",1,1
"12984","committee.sabbath",1,1
"12985","observance–the",1,1
"12986","sweetie",2,1
"12987","lax",1,1
"12988","unluckily",1,1
"12989","specimens",1,1
"12990","excommunicated",1,1
"12991","burying",1,1
"12992","figure",1,1
"12993","officer's",1,1
"12994","guess",1,1
"12995","reconciling",1,1
"12996","germans",1,1
"12997","stricter",1,1
"12998","butters",1,1
"12999","exploits",1,1
"13000","teutonic",1,1
"13001","uttermost",1,1
"13002","infinite",2,2
"13003","amusement",1,1
"13004","swabian",1,1
"13005","saxon",1,1
"13006","miners",1,1
"13007","riesengeberge",1,1
"13008","key's",1,1
"13009","celebrity.airdrie–anti-corn-law",1,1
"13010","secession",2,1
"13011","airdrie",3,1
"13012","compliance",1,1
"13013","m'gavin",2,1
"13014","waddell",1,1
"13015","forrester",1,1
"13016","burgh",2,1
"13017","nimmo",1,1
"13018","bookseller",1,1
"13019","baptist",1,1
"13020","occasion.kirkcudbright–address",1,1
"13021","dean",2,1
"13022","faculty–we",1,1
"13023","procurators",1,1
"13024","faculty",1,1
"13025","retirement",1,1
"13026","kirkcudbright.distress",1,1
"13027","paisley.–we",1,1
"13028","bookbinders",1,1
"13029","melange",1,1
"13030","paisley.musselburgh.–mr",1,1
"13031","committeesm",1,1
"13032","contributors",1,1
"13033","neighbourhood.presbytery",1,1
"13034","dalkeith–case",1,1
"13035","monroe.–this",1,1
"13036","monroe",3,1
"13037","fala",4,1
"13038","presentation",5,1
"13039","thereton",1,1
"13040","soutra",1,1
"13041","acceptance",1,1
"13042","presbyterial",1,1
"13043","documents.splendid",1,1
"13044","meteor.–on",1,1
"13045","meteor",3,1
"13046","unusal",1,1
"13047","moon",2,1
"13048","brightly",1,1
"13049","dazzling",2,1
"13050","blaze",2,1
"13051","illuminating",1,1
"13052","benlomond",1,1
"13053","curse",1,1
"13054","craigforth",1,1
"13055","phenomenon",1,1
"13056","oblong",1,1
"13057","silvery",1,1
"13058","luminary",1,1
"13059","flaming",1,1
"13060","dazzle",1,1
"13061","streamed",1,1
"13062","spendour",1,1
"13063","disappeared",3,2
"13064","enveloping",1,1
"13065","vivid",1,1
"13066","inclining",1,1
"13067","gargunnock",1,1
"13068","quartr",1,1
"13069","glasgow.–stirly",1,1
"13070","journal.glasgow.–the",1,1
"13071","macfarlane's",1,1
"13072","praiseworthy",1,1
"13073","erelong",1,1
"13074","possession.the",1,1
"13075","paisley.–the",1,1
"13076","decreased",1,1
"13077","kilbarchan",1,1
"13078","dependants",2,1
"13079","advertiser.the",1,1
"13080","webs",2,1
"13081","busy",1,1
"13082","warped",1,1
"13083","warpers",1,1
"13084","winders",1,1
"13085","heddle-casters",1,1
"13086","implement",1,1
"13087","trenched",1,1
"13088","ibid.ducal",1,1
"13089","generosity.–after",1,1
"13090","albert",1,1
"13091","woman's",2,1
"13092","liberation",1,1
"13093","family.–reformers",1,1
"13094","gazette.presentation.–a",1,1
"13095","vestry",1,1
"13096","pulpit",1,1
"13097","gown",1,1
"13098","cassock",1,1
"13099","witherspoon's",1,1
"13100","coltness",1,1
"13101","clarkson",1,1
"13102","croupier–when",1,1
"13103","intellectual",1,1
"13104","manner.a",1,1
"13105","rescue.–last",1,1
"13106","riding",2,2
"13107","belabouring",1,1
"13108","unmerciful",1,1
"13109","dismounted",2,1
"13110","knocked",1,1
"13111","rejoicing",1,1
"13112","recollect",1,1
"13113","council.–the",1,1
"13114","christmas",2,2
"13115","holidays.house",1,1
"13116","industry.–we",1,1
"13117","bailie",1,1
"13118","sterling.old",1,1
"13119","church.–the",1,1
"13120","congregations.prince",1,1
"13121","fund.–in",1,1
"13122","lindores",1,1
"13123","requests",1,1
"13124","treasurer.presentation",1,1
"13125","plate.–on",1,1
"13126","dessert",1,1
"13127","princes",1,1
"13128","testimonial",1,1
"13129","celtic",2,1
"13130","wright",1,1
"13131","manufacturer",1,1
"13132","theatre-royal",1,1
"13133","bona",1,1
"13134","fide",1,1
"13135","bumper",1,1
"13136","handomse",1,1
"13137","eulogium",1,1
"13138","endeared",1,1
"13139","acquaintances",1,1
"13140","massive",1,1
"13141","donaldon's",1,1
"13142","drunk",2,2
"13143","convivial",1,1
"13144","flagging",1,1
"13145","jovialty",1,1
"13146","mackenzie's",1,1
"13147","airs",1,1
"13148","vocal",1,1
"13149","amateurs",1,1
"13150","neatly",1,1
"13151","engraved",1,1
"13152","playe",1,1
"13153","r.w.m",1,1
"13154","pony.–at",1,1
"13155","pony",4,1
"13156","gate",2,2
"13157","inwards",1,1
"13158","reins",2,1
"13159","police-office",1,1
"13160","rider",1,1
"13161","clutch",1,1
"13162","thief",1,1
"13163","adroitly",1,1
"13164","fleshmarket",1,1
"13165","escaped.providential",1,1
"13166","recovery.–one",1,1
"13167","villagers",1,1
"13168","ratho",2,1
"13169","dandered",1,1
"13170","play-fellow",1,1
"13171","weeping",1,1
"13172","edge",1,1
"13173","indefatiguable",1,1
"13174","spark",1,1
"13175","romp",1,1
"13176","ever.mungo",1,1
"13177","park.–a",1,1
"13178","traveller.thimble-riggers.–a",1,1
"13179","thimble-riggers",1,1
"13180","infesting",1,1
"13181","passenger",1,1
"13182","desiring",1,1
"13183","luck",1,1
"13184","winning",1,1
"13185","trifle",1,1
"13186","persuades",1,1
"13187","ingratiating",1,1
"13188","procurator-fiscal",1,1
"13189","pollokshaws",2,1
"13190","rural",1,1
"13191","defrauded",1,1
"13192","tothirty",1,1
"13193","correction",1,1
"13194","rogues",1,1
"13195","vagabonds",1,1
"13196","gang.stoppage",1,1
"13197","paisley.–partly",1,1
"13198","malicious",1,1
"13199","thetown",1,1
"13200","chamberlain",1,1
"13201","susspend",1,1
"13202","realizing",1,1
"13203","outstanding",1,1
"13204","would-be-political",1,1
"13205","embarass",1,1
"13206","unfavourabout",1,1
"13207","leniency",1,1
"13208","exactions",1,1
"13209","deficiency",1,1
"13210","prejudicial",1,1
"13211","town's",2,1
"13212","credito",1,1
"13213","uncalled",1,1
"13214","adherents",1,1
"13215","untrue",1,1
"13216","affiars",1,1
"13217","creditors",3,2
"13218","negotiating",1,1
"13219","dissatisfied",3,3
"13220","affairs.–glasgow",1,1
"13221","chronicle.disgraceful",1,1
"13222","trick.–at",1,1
"13223","crieff",1,1
"13224","waggish",1,1
"13225","secretly",1,1
"13226","merrily",1,1
"13227","wag",1,1
"13228","crying",1,1
"13229","mercy",1,1
"13230","hurry",1,1
"13231","terror.–perth",1,1
"13232","courier.the",1,1
"13233","question.–long",1,1
"13234","chalmers",1,1
"13235","non-intrustion",1,1
"13236","liberum",1,1
"13237","arbitrium",1,1
"13238","confers",1,1
"13239","laity",1,1
"13240","immeasurably",1,1
"13241","non-intrusionists",1,1
"13242","moderates",1,1
"13243","uncontrolled",1,1
"13244","granton",1,1
"13245","o'clock.election",1,1
"13246","land.–the",1,1
"13247","minster",1,1
"13248","monkland",1,1
"13249","kirk-session",1,1
"13250","candidate",1,1
"13251","electors",1,1
"13252","stongly",1,1
"13253","marks",1,1
"13254","dominant",1,1
"13255","pye",1,1
"13256","douglass",1,1
"13257","rosehall",1,1
"13258","m'caul",1,1
"13259","daldowie",1,1
"13260","elected.–reformers",1,1
"13261","gazette.destructive",1,1
"13262","fire.–about",1,1
"13263","balmangan",1,1
"13264","rerwick",1,1
"13265","kissock",1,1
"13266","charred",1,1
"13267","rafters",1,1
"13268","walls",3,2
"13269","tacksman",1,1
"13270","unforunately",1,1
"13271","incendiarism",1,1
"13272","clue",1,1
"13273","attaching",1,1
"13274","implies",1,1
"13275","blackest",1,1
"13276","how–daily",1,1
"13277","bread–dumfries",1,1
"13278","courier.hamilton.–some",1,1
"13279","episcopal",1,1
"13280","rebellious",1,1
"13281","espousing",1,1
"13282","episcopacy",1,1
"13283","offices",2,1
"13284","temporalities",1,1
"13285","cantingly",1,1
"13286","venerable",2,2
"13287","prelacy",1,1
"13288","brigg",1,1
"13289","grationthe",1,1
"13290","falkland",3,1
"13291","summer.these",1,1
"13292","humidity",1,1
"13293","sunshine",1,1
"13294","turnips",1,1
"13295","potatoes",2,2
"13296","peatbogs",1,1
"13297","old–one-half",1,1
"13298","gauchos",1,1
"13299","semi-civilised",1,1
"13300","port-louis",1,1
"13301","resides.the",1,1
"13302","area",1,1
"13303","perforated",1,1
"13304","numerous.the",1,1
"13305","refitment",1,1
"13306","frequenting",1,1
"13307","hort",1,1
"13308","blocks",1,1
"13309","subdivided",1,1
"13310","outlay",1,1
"13311","catching",1,1
"13312","taming",1,1
"13313","uninviting",1,1
"13314","seal",2,2
"13315","deep-sea",1,1
"13316","profitable",1,1
"13317","refitting",1,1
"13318","zealand.(from",1,1
"13319","chronicle.)the",1,1
"13320","banquet",1,1
"13321","tories",1,1
"13322","whigs",1,1
"13323","feeling.the",1,1
"13324","felicity",1,1
"13325","complimented",2,1
"13326","deservedly",1,1
"13327","applauded.i",1,1
"13328","crow",1,1
"13329","lent",3,2
"13330","unworthy",1,1
"13331","adverse",9,9
"13332","cheers)but",1,1
"13333","deserved",1,1
"13334","them.we",1,1
"13335","labouchere's",1,1
"13336","hum.–the",1,1
"13337","durham–the",0,0
"13338","localities",1,1
"13339","follows:–emigrants",1,1
"13340","includes",2,1
"13341","thirds",1,1
"13342","table.it",1,1
"13343","countries.the",1,1
"13344","philip.there",1,1
"13345","inconsiderable.at",1,1
"13346","d.lands",1,1
"13347","auction.in",1,1
"13348","index",1,1
"13349","emigrants.the",1,1
"13350","millions.this",1,1
"13351","moorgate",2,1
"13352","london.capital",1,1
"13353","chairman–john",1,1
"13354","abel",2,1
"13355","levi",1,1
"13356","ames",1,1
"13357","bainbridge",1,1
